school_year,division_number,ft_count,pt_count,total_count,locality_grouping,region_name,region_number,division_name,n_disadv_students,school_number,sch_id,school_name
2023-2024,032,3372,NA,3372,division,Valley,5,Fluvanna County,1230,NA,NA,NA
2023-2024,135,1015,NA,1015,division,Tidewater,2,Franklin City,717,NA,NA,NA
2023-2024,033,6160,NA,6160,division,Western Virginia,6,Franklin County,3288,NA,NA,NA
2023-2024,034,14172,1,14173,division,Northern Virginia,4,Frederick County,5824,NA,NA,NA
2023-2024,110,3578,NA,3578,division,Northern Neck,3,Fredericksburg City,2145,NA,NA,NA
2023-2024,111,1417,1,1418,division,Southwest,7,Galax City,868,NA,NA,NA
2023-2024,035,3499,NA,3499,division,Southwest,7,Giles County,1296,NA,NA,NA
2023-2024,036,4990,26,5016,division,Northern Neck,3,Gloucester County,2150,NA,NA,NA
2023-2024,037,2572,NA,2572,division,Central Virginia,1,Goochland County,824,NA,NA,NA
2023-2024,038,1576,NA,1576,division,Southwest,7,Grayson County,881,NA,NA,NA
2023-2024,039,2818,NA,2818,division,Valley,5,Greene County,1225,NA,NA,NA
2023-2024,040,2027,NA,2027,division,Southside,8,Greensville County,1389,NA,NA,NA
2023-2024,041,4576,2,4578,division,Southside,8,Halifax County,2660,NA,NA,NA
2023-2024,112,19661,NA,19661,division,Tidewater,2,Hampton City,9916,NA,NA,NA
2023-2024,042,16820,NA,16820,division,Central Virginia,1,Hanover County,5601,NA,NA,NA
2023-2024,113,6787,4,6791,division,Valley,5,Harrisonburg City,3575,NA,NA,NA
2023-2024,043,50464,NA,50464,division,Central Virginia,1,Henrico County,21387,NA,NA,NA
2023-2024,044,6938,NA,6938,division,Western Virginia,6,Henry County,4869,NA,NA,NA
2023-2024,045,212,NA,212,division,Valley,5,Highland County,92,NA,NA,NA
2023-2024,114,3946,NA,3946,division,Central Virginia,1,Hopewell City,3383,NA,NA,NA
2023-2024,046,5592,2,5594,division,Tidewater,2,Isle of Wight County,1900,NA,NA,NA
2023-2024,048,4543,1,4544,division,Northern Neck,3,King George County,1732,NA,NA,NA
2023-2024,050,2106,NA,2106,division,Northern Neck,3,King William County,898,NA,NA,NA
2023-2024,049,855,NA,855,division,Northern Neck,3,King and Queen County,452,NA,NA,NA
2023-2024,051,1020,NA,1020,division,Northern Neck,3,Lancaster County,625,NA,NA,NA
2023-2024,052,2971,NA,2971,division,Southwest,7,Lee County,1745,NA,NA,NA
2023-2024,137,511,NA,511,division,Valley,5,Lexington City,164,NA,NA,NA
2023-2024,053,81693,335,82028,division,Northern Virginia,4,Loudoun County,20012,NA,NA,NA
2023-2024,054,5211,NA,5211,division,Valley,5,Louisa County,2276,NA,NA,NA
2023-2024,055,1582,NA,1582,division,Southside,8,Lunenburg County,979,NA,NA,NA
2023-2024,115,7727,68,7795,division,Valley,5,Lynchburg City,5083,NA,NA,NA
2023-2024,056,1669,2,1671,division,Northern Virginia,4,Madison County,735,NA,NA,NA
2023-2024,143,7350,326,7676,division,Northern Virginia,4,Manassas City,3522,NA,NA,NA
2023-2024,144,3410,NA,3410,division,Northern Virginia,4,Manassas Park City,1771,NA,NA,NA
2023-2024,116,1807,NA,1807,division,Western Virginia,6,Martinsville City,1337,NA,NA,NA
2023-2024,057,841,NA,841,division,Northern Neck,3,Mathews County,329,NA,NA,NA
2023-2024,058,3937,1,3938,division,Southside,8,Mecklenburg County,2472,NA,NA,NA
2023-2024,059,1226,NA,1226,division,Northern Neck,3,Middlesex County,805,NA,NA,NA
2023-2024,060,9591,NA,9591,division,Western Virginia,6,Montgomery County,3519,NA,NA,NA
2023-2024,062,1495,NA,1495,division,Valley,5,Nelson County,924,NA,NA,NA
2023-2024,063,3536,NA,3536,division,Central Virginia,1,New Kent County,1115,NA,NA,NA
2023-2024,117,26217,2,26219,division,Tidewater,2,Newport News City,15626,NA,NA,NA
2023-2024,118,26884,NA,26884,division,Tidewater,2,Norfolk City,16741,NA,NA,NA
2023-2024,065,1334,NA,1334,division,Tidewater,2,Northampton County,898,NA,NA,NA
2023-2024,066,1162,1,1163,division,Northern Neck,3,Northumberland County,685,NA,NA,NA
2023-2024,119,807,NA,807,division,Southwest,7,Norton City,533,NA,NA,NA
2023-2024,067,1818,NA,1818,division,Southside,8,Nottoway County,1305,NA,NA,NA
2023-2024,068,5081,1,5082,division,Northern Virginia,4,Orange County,2448,NA,NA,NA
2023-2024,069,3011,NA,3011,division,Northern Virginia,4,Page County,1662,NA,NA,NA
2023-2024,070,2379,NA,2379,division,Western Virginia,6,Patrick County,1194,NA,NA,NA
2023-2024,120,4464,NA,4464,division,Central Virginia,1,Petersburg City,3714,NA,NA,NA
2023-2024,071,7860,1,7861,division,Western Virginia,6,Pittsylvania County,3222,NA,NA,NA
2023-2024,142,2038,32,2070,division,Tidewater,2,Poquoson City,455,NA,NA,NA
2023-2024,121,13162,NA,13162,division,Tidewater,2,Portsmouth City,9006,NA,NA,NA
2023-2024,072,4218,4,4222,division,Central Virginia,1,Powhatan County,1198,NA,NA,NA
2023-2024,073,1814,2,1816,division,Southside,8,Prince Edward County,792,NA,NA,NA
2023-2024,074,6181,NA,6181,division,Central Virginia,1,Prince George County,3292,NA,NA,NA
2023-2024,075,90631,23,90654,division,Northern Virginia,4,Prince William County,35119,NA,NA,NA
2023-2024,077,4361,NA,4361,division,Southwest,7,Pulaski County,2194,NA,NA,NA
2023-2024,122,3207,NA,3207,division,Southwest,7,Radford City,1258,NA,NA,NA
2023-2024,078,774,NA,774,division,Northern Virginia,4,Rappahannock County,289,NA,NA,NA
2023-2024,123,21259,NA,21259,division,Central Virginia,1,Richmond City,14143,NA,NA,NA
2023-2024,079,1374,NA,1374,division,Northern Neck,3,Richmond County,695,NA,NA,NA
2023-2024,124,13638,71,13709,division,Western Virginia,6,Roanoke City,8253,NA,NA,NA
2023-2024,080,13803,NA,13803,division,Western Virginia,6,Roanoke County,5216,NA,NA,NA
2023-2024,081,2496,NA,2496,division,Valley,5,Rockbridge County,1202,NA,NA,NA
2023-2024,082,11542,28,11570,division,Valley,5,Rockingham County,5532,NA,NA,NA
2023-2024,083,3454,NA,3454,division,Southwest,7,Russell County,1663,NA,NA,NA
2023-2024,139,4318,NA,4318,division,Western Virginia,6,Salem City,1915,NA,NA,NA
2023-2024,084,4268,6,4274,division,Southwest,7,Scott County,2194,NA,NA,NA
2023-2024,085,5691,2,5693,division,Northern Virginia,4,Shenandoah County,2925,NA,NA,NA
2023-2024,086,3894,NA,3894,division,Southwest,7,Smyth County,2274,NA,NA,NA
2023-2024,087,2523,NA,2523,division,Tidewater,2,Southampton County,1223,NA,NA,NA
2023-2024,088,24033,31,24064,division,Northern Neck,3,Spotsylvania County,12488,NA,NA,NA
2023-2024,089,31588,112,31700,division,Northern Neck,3,Stafford County,12717,NA,NA,NA
2023-2024,126,2698,NA,2698,division,Valley,5,Staunton City,1312,NA,NA,NA
2023-2024,127,14520,NA,14520,division,Tidewater,2,Suffolk City,6495,NA,NA,NA
2023-2024,090,694,NA,694,division,Central Virginia,1,Surry County,384,NA,NA,NA
2023-2024,091,994,NA,994,division,Central Virginia,1,Sussex County,737,NA,NA,NA
2023-2024,092,5307,NA,5307,division,Southwest,7,Tazewell County,3041,NA,NA,NA
2023-2024,128,65078,NA,65078,division,Tidewater,2,Virginia Beach City,29798,NA,NA,NA
2023-2024,093,5132,4,5136,division,Northern Virginia,4,Warren County,2304,NA,NA,NA
2023-2024,094,6709,4,6713,division,Southwest,7,Washington County,3442,NA,NA,NA
2023-2024,130,3060,NA,3060,division,Valley,5,Waynesboro City,1749,NA,NA,NA
2023-2024,207,840,NA,840,division,Northern Neck,3,West Point,317,NA,NA,NA
2023-2024,095,1579,NA,1579,division,Northern Neck,3,Westmoreland County,1040,NA,NA,NA
2023-2024,131,11415,279,11694,division,Tidewater,2,James City County,4085,NA,NA,NA
2023-2024,131,11415,279,11694,division,Tidewater,2,Williamsburg-James City County,4085,NA,NA,NA
2023-2024,132,4236,NA,4236,division,Northern Virginia,4,Winchester City,2561,NA,NA,NA
2023-2024,096,5883,NA,5883,division,Southwest,7,Wise County,3751,NA,NA,NA
2023-2024,097,3802,1,3803,division,Southwest,7,Wythe County,1895,NA,NA,NA
2023-2024,098,12735,375,13110,division,Tidewater,2,York County,3863,NA,NA,NA
2024-2025,001,4623,NA,4623,division,Tidewater,2,Accomack County,3110,NA,NA,NA
2024-2025,002,14164,9,14173,division,Valley,5,Albemarle County,3907,NA,NA,NA
2024-2025,101,16586,27,16613,division,Northern Virginia,4,Alexandria City,7723,NA,NA,NA
2024-2025,003,2804,1,2805,division,Western Virginia,6,Alleghany County,1317,NA,NA,NA
2024-2025,004,1600,NA,1600,division,Southside,8,Amelia County,792,NA,NA,NA
2024-2025,005,3900,NA,3900,division,Valley,5,Amherst County,2253,NA,NA,NA
2024-2025,006,2421,NA,2421,division,Southside,8,Appomattox County,1064,NA,NA,NA
2024-2025,007,27985,1,27986,division,Northern Virginia,4,Arlington County,7158,NA,NA,NA
2024-2025,008,10131,1,10132,division,Valley,5,Augusta County,3779,NA,NA,NA
2024-2025,009,509,NA,509,division,Valley,5,Bath County,248,NA,NA,NA
2024-2025,010,8932,NA,8932,division,Valley,5,Bedford County,3232,NA,NA,NA
2024-2025,011,818,NA,818,division,Southwest,7,Bland County,428,NA,NA,NA
2024-2025,012,4424,NA,4424,division,Western Virginia,6,Botetourt County,1460,NA,NA,NA
2024-2025,102,2167,NA,2167,division,Southwest,7,Bristol City,1224,NA,NA,NA
2024-2025,013,1369,NA,1369,division,Southside,8,Brunswick County,953,NA,NA,NA
2024-2025,014,2316,NA,2316,division,Southwest,7,Buchanan County,1197,NA,NA,NA
2024-2025,015,1868,NA,1868,division,Southside,8,Buckingham County,932,NA,NA,NA
2024-2025,103,886,NA,886,division,Valley,5,Buena Vista City,393,NA,NA,NA
2024-2025,016,7777,NA,7777,division,Valley,5,Campbell County,3580,NA,NA,NA
2024-2025,017,4576,NA,4576,division,Northern Neck,3,Caroline County,2116,NA,NA,NA
2024-2025,018,3437,1,3438,division,Southwest,7,Carroll County,1994,NA,NA,NA
2024-2025,019,523,NA,523,division,Central Virginia,1,Charles City County,339,NA,NA,NA
2024-2025,020,1707,NA,1707,division,Southside,8,Charlotte County,911,NA,NA,NA
2024-2025,104,4439,4,4443,division,Valley,5,Charlottesville City,2328,NA,NA,NA
2024-2025,136,40685,NA,40685,division,Tidewater,2,Chesapeake City,13066,NA,NA,NA
2024-2025,021,64194,60,64254,division,Central Virginia,1,Chesterfield County,26213,NA,NA,NA
2024-2025,022,1883,5,1888,division,Northern Virginia,4,Clarke County,634,NA,NA,NA
2024-2025,202,593,NA,593,division,Northern Neck,3,Colonial Beach,354,NA,NA,NA
2024-2025,106,2971,NA,2971,division,Central Virginia,1,Colonial Heights City,1819,NA,NA,NA
2024-2025,023,507,NA,507,division,Western Virginia,6,Craig County,234,NA,NA,NA
2024-2025,024,8381,NA,8381,division,Northern Virginia,4,Culpeper County,3461,NA,NA,NA
2024-2025,025,1278,NA,1278,division,Southside,8,Cumberland County,741,NA,NA,NA
2024-2025,108,5565,NA,5565,division,Western Virginia,6,Danville City,4434,NA,NA,NA
2024-2025,026,1801,NA,1801,division,Southwest,7,Dickenson County,938,NA,NA,NA
2024-2025,027,4149,NA,4149,division,Central Virginia,1,Dinwiddie County,2010,NA,NA,NA
2024-2025,028,1092,NA,1092,division,Northern Neck,3,Essex County,624,NA,NA,NA
2024-2025,029,179548,1010,180558,division,Northern Virginia,4,Fairfax County,73812,NA,NA,NA
2024-2025,109,2677,NA,2677,division,Northern Virginia,4,Falls Church City,281,NA,NA,NA
2024-2025,030,10861,NA,10861,division,Northern Virginia,4,Fauquier County,2646,NA,NA,NA
2024-2025,031,1666,NA,1666,division,Western Virginia,6,Floyd County,699,NA,NA,NA
2024-2025,032,3317,NA,3317,division,Valley,5,Fluvanna County,1177,NA,NA,NA
2024-2025,135,1125,NA,1125,division,Tidewater,2,Franklin City,627,NA,NA,NA
2024-2025,033,6109,NA,6109,division,Western Virginia,6,Franklin County,3107,NA,NA,NA
2024-2025,034,14447,2,14449,division,Northern Virginia,4,Frederick County,6496,NA,NA,NA
2024-2025,110,3632,NA,3632,division,Northern Neck,3,Fredericksburg City,1920,NA,NA,NA
2024-2025,111,1434,NA,1434,division,Southwest,7,Galax City,862,NA,NA,NA
2024-2025,035,3575,NA,3575,division,Southwest,7,Giles County,1455,NA,NA,NA
2024-2025,036,4919,37,4956,division,Northern Neck,3,Gloucester County,2232,NA,NA,NA
2024-2025,037,2643,NA,2643,division,Central Virginia,1,Goochland County,768,NA,NA,NA
2024-2025,038,1561,NA,1561,division,Southwest,7,Grayson County,950,NA,NA,NA
2024-2025,039,2781,1,2782,division,Valley,5,Greene County,1238,NA,NA,NA
2024-2025,040,2017,NA,2017,division,Southside,8,Greensville County,1590,NA,NA,NA
2024-2025,041,4497,1,4498,division,Southside,8,Halifax County,2582,NA,NA,NA
2024-2025,112,19474,1,19475,division,Tidewater,2,Hampton City,10570,NA,NA,NA
2024-2025,042,16768,NA,16768,division,Central Virginia,1,Hanover County,4491,NA,NA,NA
2024-2025,113,6822,1,6823,division,Valley,5,Harrisonburg City,3498,NA,NA,NA
2024-2025,043,50916,NA,50916,division,Central Virginia,1,Henrico County,21016,NA,NA,NA
2024-2025,044,6916,NA,6916,division,Western Virginia,6,Henry County,4484,NA,NA,NA
2024-2025,045,208,NA,208,division,Valley,5,Highland County,96,NA,NA,NA
2024-2025,114,3951,NA,3951,division,Central Virginia,1,Hopewell City,3069,NA,NA,NA
2024-2025,046,5519,NA,5519,division,Tidewater,2,Isle of Wight County,1772,NA,NA,NA
2024-2025,048,4592,3,4595,division,Northern Neck,3,King George County,1437,NA,NA,NA
2024-2025,050,2114,NA,2114,division,Northern Neck,3,King William County,906,NA,NA,NA
2024-2025,049,611,NA,611,division,Northern Neck,3,King and Queen County,277,NA,NA,NA
2024-2025,051,1018,NA,1018,division,Northern Neck,3,Lancaster County,576,NA,NA,NA
2024-2025,052,2966,NA,2966,division,Southwest,7,Lee County,1929,NA,NA,NA
2024-2025,137,538,NA,538,division,Valley,5,Lexington City,165,NA,NA,NA
2024-2025,053,81547,31,81578,division,Northern Virginia,4,Loudoun County,20104,NA,NA,NA
2024-2025,054,5334,NA,5334,division,Valley,5,Louisa County,2406,NA,NA,NA
2024-2025,055,1577,NA,1577,division,Southside,8,Lunenburg County,921,NA,NA,NA
2024-2025,115,7657,46,7703,division,Valley,5,Lynchburg City,5106,NA,NA,NA
2024-2025,056,1585,1,1586,division,Northern Virginia,4,Madison County,589,NA,NA,NA
2024-2025,143,7347,316,7663,division,Northern Virginia,4,Manassas City,3349,NA,NA,NA
2024-2025,144,3392,1,3393,division,Northern Virginia,4,Manassas Park City,1863,NA,NA,NA
2024-2025,116,1793,NA,1793,division,Western Virginia,6,Martinsville City,1252,NA,NA,NA
2024-2025,057,791,NA,791,division,Northern Neck,3,Mathews County,326,NA,NA,NA
2024-2025,058,3907,NA,3907,division,Southside,8,Mecklenburg County,2087,NA,NA,NA
2024-2025,059,1249,NA,1249,division,Northern Neck,3,Middlesex County,794,NA,NA,NA
2024-2025,060,9484,NA,9484,division,Western Virginia,6,Montgomery County,3560,NA,NA,NA
2024-2025,062,1492,1,1493,division,Valley,5,Nelson County,777,NA,NA,NA
2024-2025,063,3572,NA,3572,division,Central Virginia,1,New Kent County,1020,NA,NA,NA
2024-2025,117,25930,3,25933,division,Tidewater,2,Newport News City,14976,NA,NA,NA
2024-2025,118,26807,NA,26807,division,Tidewater,2,Norfolk City,15873,NA,NA,NA
2024-2025,065,1300,NA,1300,division,Tidewater,2,Northampton County,867,NA,NA,NA
2024-2025,066,1162,NA,1162,division,Northern Neck,3,Northumberland County,638,NA,NA,NA
2024-2025,119,855,NA,855,division,Southwest,7,Norton City,472,NA,NA,NA
2024-2025,067,1793,NA,1793,division,Southside,8,Nottoway County,1326,NA,NA,NA
2024-2025,068,5079,1,5080,division,Northern Virginia,4,Orange County,2220,NA,NA,NA
2024-2025,069,2928,1,2929,division,Northern Virginia,4,Page County,1375,NA,NA,NA
2024-2025,070,2278,NA,2278,division,Western Virginia,6,Patrick County,1172,NA,NA,NA
2024-2025,120,4582,NA,4582,division,Central Virginia,1,Petersburg City,3179,NA,NA,NA
2024-2025,071,7830,1,7831,division,Western Virginia,6,Pittsylvania County,2820,NA,NA,NA
2024-2025,142,2030,35,2065,division,Tidewater,2,Poquoson City,524,NA,NA,NA
2024-2025,121,12911,NA,12911,division,Tidewater,2,Portsmouth City,8780,NA,NA,NA
2024-2025,072,4077,4,4081,division,Central Virginia,1,Powhatan County,1028,NA,NA,NA
2024-2025,073,1845,NA,1845,division,Southside,8,Prince Edward County,688,NA,NA,NA
2024-2025,074,6220,1,6221,division,Central Virginia,1,Prince George County,3467,NA,NA,NA
2024-2025,075,90366,263,90629,division,Northern Virginia,4,Prince William County,30830,NA,NA,NA
2024-2025,077,4385,NA,4385,division,Southwest,7,Pulaski County,1913,NA,NA,NA
2024-2025,122,3321,12,3333,division,Southwest,7,Radford City,1487,NA,NA,NA
2024-2025,078,773,1,774,division,Northern Virginia,4,Rappahannock County,268,NA,NA,NA
2024-2025,123,21427,NA,21427,division,Central Virginia,1,Richmond City,14158,NA,NA,NA
2024-2025,079,1400,NA,1400,division,Northern Neck,3,Richmond County,703,NA,NA,NA
2024-2025,124,13876,7,13883,division,Western Virginia,6,Roanoke City,8562,NA,NA,NA
2024-2025,080,13736,NA,13736,division,Western Virginia,6,Roanoke County,4958,NA,NA,NA
2024-2025,081,2489,NA,2489,division,Valley,5,Rockbridge County,1083,NA,NA,NA
2024-2025,082,11686,21,11707,division,Valley,5,Rockingham County,4903,NA,NA,NA
2024-2025,083,3345,NA,3345,division,Southwest,7,Russell County,1745,NA,NA,NA
2024-2025,139,3984,NA,3984,division,Western Virginia,6,Salem City,1796,NA,NA,NA
2024-2025,084,4166,15,4181,division,Southwest,7,Scott County,1902,NA,NA,NA
2024-2025,085,5708,5,5713,division,Northern Virginia,4,Shenandoah County,3081,NA,NA,NA
2024-2025,086,4133,NA,4133,division,Southwest,7,Smyth County,2308,NA,NA,NA
2024-2025,087,2363,NA,2363,division,Tidewater,2,Southampton County,1070,NA,NA,NA
2024-2025,088,24055,40,24095,division,Northern Neck,3,Spotsylvania County,11081,NA,NA,NA
2024-2025,089,31857,135,31992,division,Northern Neck,3,Stafford County,14459,NA,NA,NA
2024-2025,126,2694,NA,2694,division,Valley,5,Staunton City,1283,NA,NA,NA
2024-2025,127,14565,3,14568,division,Tidewater,2,Suffolk City,6055,NA,NA,NA
2024-2025,090,694,NA,694,division,Central Virginia,1,Surry County,380,NA,NA,NA
2024-2025,091,1047,NA,1047,division,Central Virginia,1,Sussex County,752,NA,NA,NA
2024-2025,092,5139,NA,5139,division,Southwest,7,Tazewell County,2977,NA,NA,NA
2024-2025,128,64823,NA,64823,division,Tidewater,2,Virginia Beach City,29498,NA,NA,NA
2024-2025,093,5027,4,5031,division,Northern Virginia,4,Warren County,2164,NA,NA,NA
2024-2025,094,7273,11,7284,division,Southwest,7,Washington County,2750,NA,NA,NA
2024-2025,130,3044,NA,3044,division,Valley,5,Waynesboro City,1639,NA,NA,NA
2024-2025,207,843,NA,843,division,Northern Neck,3,West Point,313,NA,NA,NA
2024-2025,095,1574,NA,1574,division,Northern Neck,3,Westmoreland County,862,NA,NA,NA
2024-2025,131,11379,350,11729,division,Tidewater,2,James City County,3988,NA,NA,NA
2024-2025,131,11379,350,11729,division,Tidewater,2,Williamsburg-James City County,3988,NA,NA,NA
2024-2025,132,4362,NA,4362,division,Northern Virginia,4,Winchester City,2564,NA,NA,NA
2024-2025,096,5779,NA,5779,division,Southwest,7,Wise County,3740,NA,NA,NA
2024-2025,097,3735,3,3738,division,Southwest,7,Wythe County,1777,NA,NA,NA
2024-2025,098,13107,118,13225,division,Tidewater,2,York County,3938,NA,NA,NA
2021-2022,NA,184170,71,184241,region,Central Virginia,1,NA,78190,NA,NA,NA
2021-2022,NA,84453,48,84501,region,Northern Neck,3,NA,32633,NA,NA,NA
2021-2022,NA,466259,898,467157,region,Northern Virginia,4,NA,163724,NA,NA,NA
2021-2022,NA,26643,10,26653,region,Southside,8,NA,13609,NA,NA,NA
2021-2022,NA,60538,13,60551,region,Southwest,7,NA,32748,NA,NA,NA
2021-2022,NA,259408,826,260234,region,Tidewater,2,NA,115948,NA,NA,NA
2021-2022,NA,97901,109,98010,region,Valley,5,NA,44728,NA,NA,NA
2021-2022,NA,81914,31,81945,region,Western Virginia,6,NA,35457,NA,NA,NA
2022-2023,NA,187103,57,187160,region,Central Virginia,1,NA,85002,NA,NA,NA
2022-2023,NA,85848,93,85941,region,Northern Neck,3,NA,38081,NA,NA,NA
2022-2023,NA,470596,726,471322,region,Northern Virginia,4,NA,175442,NA,NA,NA
2022-2023,NA,26272,7,26279,region,Southside,8,NA,15284,NA,NA,NA
2022-2023,NA,62100,11,62111,region,Southwest,7,NA,34741,NA,NA,NA
2022-2023,NA,260680,862,261542,region,Tidewater,2,NA,125347,NA,NA,NA
2022-2023,NA,98800,90,98890,region,Valley,5,NA,45428,NA,NA,NA
2022-2023,NA,81685,79,81764,region,Western Virginia,6,NA,41402,NA,NA,NA
2023-2024,NA,186999,55,187054,region,Central Virginia,1,NA,81137,NA,NA,NA
2023-2024,NA,86067,171,86238,region,Northern Neck,3,NA,40494,NA,NA,NA
2023-2024,NA,471496,746,472242,region,Northern Virginia,4,NA,175718,NA,NA,NA
2023-2024,NA,26031,5,26036,region,Southside,8,NA,15415,NA,NA,NA
2023-2024,NA,61805,14,61819,region,Southwest,7,NA,33421,NA,NA,NA
2023-2024,NA,258955,969,259924,region,Tidewater,2,NA,119313,NA,NA,NA
2023-2024,NA,98609,130,98739,region,Valley,5,NA,45943,NA,NA,NA
2023-2024,NA,81580,73,81653,region,Western Virginia,6,NA,41025,NA,NA,NA
2024-2025,NA,187734,65,187799,region,Central Virginia,1,NA,83709,NA,NA,NA
2024-2025,NA,86078,215,86293,region,Northern Neck,3,NA,39618,NA,NA,NA
2024-2025,NA,470482,1669,472151,region,Northern Virginia,4,NA,170618,NA,NA,NA
2024-2025,NA,25879,1,25880,region,Southside,8,NA,14587,NA,NA,NA
2024-2025,NA,62206,42,62248,region,Southwest,7,NA,32048,NA,NA,NA
2024-2025,NA,258020,860,258880,region,Tidewater,2,NA,118702,NA,NA,NA
2024-2025,NA,98800,84,98884,region,Valley,5,NA,43091,NA,NA,NA
